,location,total_sqft,bath,price,BHK
6340,Vidyaranyapura,1100.0,2.0,72.0,3
6341,Vidyaranyapura,2400.0,5.0,135.0,4
6342,Vidyaranyapura,1100.0,2.0,41.0,2
6343,Vidyaranyapura,1200.0,2.0,60.5,2
6344,Vidyaranyapura,770.0,3.0,65.25,4
6345,Vidyaranyapura,774.0,5.0,70.0,5
6346,Vijayanagar,1704.0,3.0,110.0,3
6347,Vijayanagar,1933.0,3.0,129.0,3
6348,Vijayanagar,1500.0,3.0,75.5,3
6349,Vijayanagar,1450.0,3.0,100.0,3
6350,Vijayanagar,1580.0,2.0,134.0,3
6351,Vijayanagar,1826.0,3.0,121.0,3
6352,Vijayanagar,600.0,4.0,72.0,8
6353,Vijayanagar,1739.0,3.0,116.0,3
6354,Vijayanagar,1490.0,3.0,100.0,3
6355,Vijayanagar,1180.0,2.0,65.0,2
6356,Vijayanagar,606.0,1.0,34.78,1
6357,Vijayanagar,1352.0,2.0,68.0,2
6358,Vijayanagar,1527.0,3.0,115.0,3
6359,Vijayanagar,989.0,2.0,60.0,2
6360,Vijayanagar,1520.0,2.0,103.0,3
6361,Vijayanagar,1749.0,3.0,117.0,3
6362,Vijayanagar,1046.0,2.0,75.0,2
6363,Vijayanagar,606.0,1.0,40.0,1
6364,Vijayanagar,1200.0,2.0,62.0,2
6365,Vijayanagar,1300.0,2.0,75.0,3
6366,Vijayanagar,1484.0,3.0,79.19,3
6367,Vijayanagar,1760.0,3.0,140.0,3
6368,Vijayanagar,2047.0,3.0,136.0,3
6369,Vijayanagar,1200.0,2.0,75.0,3
6370,Vijayanagar,1178.0,2.0,82.0,2
6371,Vijayanagar,864.0,2.0,45.0,2
6372,Vijayanagar,2100.0,6.0,252.0,4
6373,Vijayanagar,920.0,2.0,60.0,2
6374,Vijayanagar,1019.0,2.0,58.0,2
6375,Vijayanagar,2400.0,6.0,125.0,5
6376,Vijayanagar,1180.0,2.0,86.0,2
6377,Vijayanagar,1046.0,2.0,49.06,2
6378,Vijayanagar,750.0,4.0,95.0,5
6379,Vijayanagar,2400.0,2.0,230.0,1
6380,Vijayanagar,492.0,1.0,40.0,1
6381,Vijayanagar,1375.0,2.0,75.0,3
6382,Vittasandra,1404.0,2.0,71.0,2
6383,Vittasandra,1246.0,2.0,67.0,2
6384,Vittasandra,1404.0,2.0,69.3,2
6385,Vittasandra,1246.0,2.0,67.3,2
6386,Vittasandra,1246.0,2.0,64.5,2
6387,Vittasandra,1246.0,2.0,64.5,2
6388,Vittasandra,1246.0,2.0,68.0,2
6389,Vittasandra,1743.0,3.0,85.0,3
6390,Vittasandra,1238.0,2.0,67.0,2
6391,Vittasandra,1404.0,2.0,75.0,2
6392,Vittasandra,1246.0,2.0,65.0,2
6393,Vittasandra,1238.0,2.0,67.0,2
6394,Vittasandra,1246.0,2.0,67.4,2
6395,Vittasandra,1259.0,2.0,67.4,2
6396,Vittasandra,1934.0,2.0,90.0,2
6397,Vittasandra,1404.0,2.0,68.8,2
6398,Vittasandra,1246.0,2.0,62.3,2
6399,Vittasandra,1246.0,2.0,63.0,2
6400,Vittasandra,1246.0,2.0,67.4,2
6401,Vittasandra,1246.0,2.0,65.4,2
6402,Vittasandra,1650.0,3.0,84.0,3
6403,Vittasandra,1238.0,2.0,67.32,2
6404,Vittasandra,1246.0,2.0,67.4,2
6405,Vittasandra,1650.0,3.0,85.0,3
6406,Vittasandra,1246.0,2.0,67.3,2
6407,Vittasandra,1404.0,2.0,70.0,2
6408,Vittasandra,1259.0,2.0,67.48,2
6409,Vittasandra,1404.0,2.0,75.0,2
6410,Vittasandra,1650.0,3.0,85.5,3
6411,Vittasandra,1246.0,2.0,69.0,2
6412,Vittasandra,1246.0,2.0,67.0,2
6413,Vittasandra,1650.0,3.0,85.0,3
6414,Vittasandra,1650.0,3.0,85.5,3
6415,Vittasandra,1404.0,2.0,72.0,2
6416,Vittasandra,1246.0,2.0,67.5,2
6417,Vittasandra,1246.0,2.0,67.5,2
6418,Vittasandra,1404.0,2.0,70.0,2
6419,Vittasandra,1404.0,2.0,67.5,2
6420,Vittasandra,1246.0,2.0,65.0,2
6421,Vittasandra,1246.0,2.0,67.4,2
6422,Vittasandra,1648.0,3.0,85.0,3
6423,Whitefield,1170.0,2.0,38.0,2
6424,Whitefield,1800.0,2.0,70.0,3
6425,Whitefield,2785.0,5.0,295.0,4
6426,Whitefield,1610.0,3.0,81.0,3
6427,Whitefield,1459.0,2.0,94.82,2
6428,Whitefield,2010.0,3.0,91.0,3
6429,Whitefield,5700.0,5.0,650.0,4
6430,Whitefield,1116.0,2.0,51.91,2
6431,Whitefield,4200.0,4.0,420.0,4
6432,Whitefield,1225.0,2.0,47.6,2
6433,Whitefield,1075.0,2.0,53.0,2
6434,Whitefield,1280.0,2.0,75.0,2
6435,Whitefield,1173.0,2.0,58.0,2
6436,Whitefield,1910.0,3.0,161.0,3
6437,Whitefield,3252.0,4.0,230.0,4
6438,Whitefield,11890.0,4.0,700.0,4
6439,Whitefield,1130.0,2.0,42.16,2
6440,Whitefield,1040.0,2.0,48.5,2
6441,Whitefield,1150.0,2.0,70.0,2
6442,Whitefield,1768.0,3.0,101.0,3
6443,Whitefield,1500.0,3.0,61.95,3
6444,Whitefield,4144.0,4.0,315.0,4
6445,Whitefield,4104.0,4.0,360.0,4
6446,Whitefield,1790.0,3.0,100.0,3
6447,Whitefield,1720.0,3.0,100.0,3
6448,Whitefield,1140.0,2.0,56.0,2
6449,Whitefield,1640.0,4.0,91.0,3
6450,Whitefield,805.0,2.0,35.0,2
6451,Whitefield,1155.0,2.0,59.95,2
6452,Whitefield,2280.0,4.0,126.0,3
6453,Whitefield,1650.0,3.0,60.0,3
6454,Whitefield,1447.0,2.0,83.0,2
6455,Whitefield,1116.0,2.0,51.91,2
6456,Whitefield,1897.0,3.0,130.0,3
6457,Whitefield,2225.0,2.0,125.0,3
6458,Whitefield,4348.0,1.0,304.0,4
6459,Whitefield,1495.0,2.0,79.5,2
6460,Whitefield,1113.0,2.0,62.0,2
6461,Whitefield,2268.0,3.0,163.0,4
6462,Whitefield,1560.0,2.0,72.0,3
6463,Whitefield,1200.0,2.0,45.84,2
6464,Whitefield,2400.0,4.0,200.0,4
6465,Whitefield,1985.0,3.0,75.0,3
6466,Whitefield,1360.0,2.0,95.0,2
6467,Whitefield,1254.0,2.0,40.0,2
6468,Whitefield,1697.0,3.0,94.79,3
6469,Whitefield,5000.0,4.0,400.0,4
6470,Whitefield,4800.0,4.0,525.0,4
6471,Whitefield,3000.0,5.0,250.0,4
6472,Whitefield,1700.0,3.0,115.0,3
6473,Whitefield,1140.0,2.0,41.0,2
6474,Whitefield,1190.0,2.0,57.0,2
6475,Whitefield,2842.0,3.0,162.0,3
6476,Whitefield,1403.0,2.0,60.81,3
6477,Whitefield,1232.0,2.0,45.0,2
6478,Whitefield,1485.0,3.0,65.0,3
6479,Whitefield,1500.0,3.0,130.0,3
6480,Whitefield,1280.0,2.0,75.0,2
6481,Whitefield,1330.0,2.0,71.0,2
6482,Whitefield,1405.0,2.0,78.0,3
6483,Whitefield,2225.0,3.0,115.0,3
6484,Whitefield,1272.0,2.0,95.05,2
6485,Whitefield,1205.0,2.0,39.0,2
6486,Whitefield,1541.0,3.0,72.0,3
6487,Whitefield,1192.0,2.0,71.0,2
6488,Whitefield,1277.0,2.0,61.3,2
6489,Whitefield,1185.0,2.0,40.0,2
6490,Whitefield,1306.0,3.0,54.65,3
6491,Whitefield,1626.0,3.0,89.0,3
6492,Whitefield,1585.0,3.0,88.0,3
6493,Whitefield,665.0,1.0,28.585,1
6494,Whitefield,1125.0,2.0,62.0,2
6495,Whitefield,1280.0,2.0,85.0,2
6496,Whitefield,1200.0,3.0,68.5,3
6497,Whitefield,4000.0,4.0,330.0,4
6498,Whitefield,1420.0,2.0,136.0,2
6499,Whitefield,1697.0,3.0,108.0,3
6500,Whitefield,1205.0,2.0,58.0,2
6501,Whitefield,3606.0,4.0,312.0,4
6502,Whitefield,1204.0,4.0,125.0,4
6503,Whitefield,1485.0,2.0,90.0,2
6504,Whitefield,950.0,1.0,50.0,1
6505,Whitefield,3584.0,4.0,199.0,4
6506,Whitefield,825.0,1.0,45.0,1
6507,Whitefield,1155.0,2.0,60.0,2
6508,Whitefield,2010.0,3.0,92.0,3
6509,Whitefield,1635.0,2.0,85.0,3
6510,Whitefield,1216.0,2.0,79.0,2
6511,Whitefield,1200.0,3.0,56.2,3
6512,Whitefield,1215.0,2.0,65.0,2
6513,Whitefield,1870.0,3.0,90.0,3
6514,Whitefield,1260.0,2.0,49.5,2
6515,Whitefield,2856.0,5.0,145.5,4
6516,Whitefield,920.0,2.0,63.0,2
6517,Whitefield,1165.0,2.0,40.5,2
6518,Whitefield,1170.0,2.0,71.0,2
6519,Whitefield,1118.0,2.0,75.0,2
6520,Whitefield,1800.0,3.0,110.0,3
6521,Whitefield,1562.0,3.0,103.0,3
6522,Whitefield,1190.0,2.0,67.0,2
6523,Whitefield,1102.0,2.0,48.0,2
6524,Whitefield,2321.0,4.0,128.0,3
6525,Whitefield,1320.0,2.0,95.0,2
6526,Whitefield,735.0,2.0,35.0,2
6527,Whitefield,1896.0,3.0,75.0,3
6528,Whitefield,3010.0,3.0,200.0,3
6529,Whitefield,1346.0,2.0,96.17,2
6530,Whitefield,3850.0,5.0,316.0,3
6531,Whitefield,1410.0,3.0,43.71,3
6532,Whitefield,1150.0,2.0,44.0,3
6533,Whitefield,1280.0,2.0,52.0,2
6534,Whitefield,2500.0,4.0,155.0,4
6535,Whitefield,905.0,1.0,55.0,1
6536,Whitefield,1200.0,2.0,46.13,2
6537,Whitefield,2268.0,3.0,146.0,4
6538,Whitefield,1150.0,2.0,55.0,2
6539,Whitefield,1500.0,3.0,71.8,3
6540,Whitefield,630.0,1.0,32.79,1
6541,Whitefield,3537.0,5.0,210.0,4
6542,Whitefield,1285.0,2.0,55.9,2
6543,Whitefield,1697.0,3.0,115.0,3
6544,Whitefield,1130.0,2.0,36.0,2
6545,Whitefield,1215.0,2.0,39.0,2
6546,Whitefield,1520.0,2.0,150.0,3
6547,Whitefield,1495.0,2.0,79.5,2
6548,Whitefield,3250.0,5.0,290.0,5
6549,Whitefield,1216.0,2.0,66.48,2
6550,Whitefield,1350.0,3.0,54.0,3
6551,Whitefield,1173.0,2.0,60.0,2
6552,Whitefield,1269.0,2.0,75.0,2
6553,Whitefield,3227.0,5.0,250.0,5
6554,Whitefield,1545.0,3.0,79.0,3
6555,Whitefield,1306.0,3.0,54.65,3
6556,Whitefield,1000.0,2.0,35.0,2
6557,Whitefield,3262.0,4.0,260.0,4
6558,Whitefield,1386.0,3.0,57.46,3
6559,Whitefield,1132.0,2.0,79.28,2
6560,Whitefield,1200.0,2.0,45.84,2
6561,Whitefield,3000.0,4.0,330.0,4
6562,Whitefield,1140.0,2.0,39.0,2
6563,Whitefield,2830.0,5.0,160.0,4
6564,Whitefield,1205.0,2.0,40.0,2
6565,Whitefield,1195.0,2.0,70.0,2
6566,Whitefield,3480.0,4.0,284.0,3
6567,Whitefield,1738.0,2.0,79.0,3
6568,Whitefield,3004.0,4.0,285.0,4
6569,Whitefield,1250.0,2.0,72.0,2
6570,Whitefield,709.0,1.0,34.385,1
6571,Whitefield,1340.0,2.0,77.0,2
6572,Whitefield,1320.0,2.0,79.5,2
6573,Whitefield,750.0,2.0,52.7,2
6574,Whitefield,1200.0,3.0,61.96,3
6575,Whitefield,1180.0,2.0,41.0,2
6576,Whitefield,3000.0,4.0,306.0,4
6577,Whitefield,1095.0,2.0,35.0,2
6578,Whitefield,1415.0,2.0,67.0,2
6579,Whitefield,1105.0,2.0,41.36,2
6580,Whitefield,2094.0,1.0,113.19,3
6581,Whitefield,1200.0,2.0,45.0,2
6582,Whitefield,3445.0,5.0,270.0,4
6583,Whitefield,1700.0,3.0,140.0,3
6584,Whitefield,4827.0,4.0,400.0,4
6585,Whitefield,1405.0,2.0,84.5,2
6586,Whitefield,1345.0,2.0,57.0,3
6587,Whitefield,3252.0,4.0,280.0,4
6588,Whitefield,1200.0,2.0,45.0,2
6589,Whitefield,1150.0,2.0,90.0,2
6590,Whitefield,2400.0,4.0,147.0,4
6591,Whitefield,1440.0,2.0,64.0,3
6592,Whitefield,624.0,1.0,35.0,1
6593,Whitefield,1200.0,2.0,45.0,2
6594,Whitefield,1109.0,2.0,41.49,2
6595,Whitefield,1700.0,3.0,95.0,3
6596,Whitefield,4960.0,4.0,400.0,4
6597,Whitefield,2928.0,4.0,198.0,4
6598,Whitefield,1215.0,2.0,62.0,2
6599,Whitefield,2700.0,5.0,175.0,3
6600,Whitefield,1216.0,2.0,84.0,2
6601,Whitefield,2882.0,5.0,204.0,4
6602,Whitefield,1840.0,3.0,140.0,3
6603,Whitefield,1778.0,3.0,122.0,3
6604,Whitefield,1400.0,2.0,80.0,2
6605,Whitefield,3100.0,4.0,350.0,4
6606,Whitefield,650.0,1.0,25.0,1
6607,Whitefield,2155.0,3.0,125.0,4
6608,Whitefield,905.0,1.0,52.0,1
6609,Whitefield,1230.0,2.0,59.0,2
6610,Whitefield,1205.0,2.0,40.0,2
6611,Whitefield,1125.0,2.0,40.0,2
6612,Whitefield,810.0,1.0,21.0,1
6613,Whitefield,1216.0,2.0,69.06,2
6614,Whitefield,1216.0,2.0,75.0,2
6615,Whitefield,1355.0,2.0,78.0,2
6616,Whitefield,1255.0,2.0,77.0,2
6617,Whitefield,1216.0,2.0,73.0,2
6618,Whitefield,709.0,1.0,34.735,1
6619,Whitefield,1140.0,2.0,45.0,2
6620,Whitefield,1190.0,2.0,60.0,2
6621,Whitefield,1312.0,2.0,55.0,2
6622,Whitefield,1745.0,3.0,100.0,3
6623,Whitefield,3200.0,4.0,224.0,4
6624,Whitefield,1096.0,2.0,39.0,2
6625,Whitefield,825.0,1.0,44.9,1
6626,Whitefield,1116.0,2.0,51.91,2
6627,Whitefield,1227.0,2.0,53.49,2
6628,Whitefield,1235.0,2.0,47.0,2
6629,Whitefield,1870.0,3.0,138.0,3
6630,Whitefield,1175.0,2.0,39.0,2
6631,Whitefield,1180.0,2.0,41.0,2
6632,Whitefield,1862.0,3.0,125.0,3
6633,Whitefield,1655.0,3.0,113.0,3
6634,Whitefield,530.0,1.0,29.44,1
6635,Whitefield,1085.0,2.0,57.0,2
6636,Whitefield,905.0,1.0,50.0,1
6637,Whitefield,1600.0,3.0,82.0,3
6638,Whitefield,1230.0,4.0,80.0,4
6639,Whitefield,1255.0,2.0,40.0,2
6640,Whitefield,630.0,1.0,32.15,1
6641,Whitefield,905.0,1.0,52.0,1
6642,Whitefield,1200.0,3.0,57.15,3
6643,Whitefield,1451.0,2.0,52.43,3
6644,Whitefield,1187.0,2.0,37.85,2
6645,Whitefield,1216.0,2.0,83.0,2
6646,Whitefield,1301.0,2.0,65.0,2
6647,Whitefield,2500.0,3.0,280.0,3
6648,Whitefield,1330.0,2.0,55.0,3
6649,Whitefield,1155.0,2.0,55.0,2
6650,Whitefield,1355.0,3.0,76.0,2
6651,Whitefield,4075.0,5.0,226.0,4
6652,Whitefield,1216.0,2.0,75.0,2
6653,Whitefield,4000.0,4.0,380.0,4
6654,Whitefield,1242.0,2.0,65.0,2
6655,Whitefield,1495.0,2.0,67.0,3
6656,Whitefield,1548.0,3.0,65.0,3
6657,Whitefield,2856.0,5.0,154.5,4
6658,Whitefield,1200.0,2.0,46.13,2
6659,Whitefield,1200.0,2.0,46.13,2
6660,Whitefield,1405.0,3.0,58.0,3
6661,Whitefield,2856.0,5.0,158.5,4
6662,Whitefield,1355.0,2.0,73.0,2
6663,Whitefield,2882.0,5.0,158.0,4
6664,Whitefield,750.0,1.0,51.0,1
6665,Whitefield,1115.0,2.0,34.555,2
6666,Whitefield,1105.0,2.0,39.99,2
6667,Whitefield,1173.0,2.0,77.0,2
6668,Whitefield,1200.0,3.0,68.4,3
6669,Whitefield,982.0,2.0,37.0,2
6670,Whitefield,1118.0,2.0,42.0,2
6671,Whitefield,1216.0,2.0,69.0,2
6672,Whitefield,3425.0,5.0,250.0,4
6673,Whitefield,1100.0,2.0,37.0,2
6674,Whitefield,1200.0,3.0,56.0,3
6675,Whitefield,2856.0,5.0,157.5,4
6676,Whitefield,1550.0,2.0,49.6,3
6677,Whitefield,2173.0,3.0,128.0,3
6678,Whitefield,1435.0,3.0,45.0,3
6679,Whitefield,905.0,1.0,62.0,1
6680,Whitefield,1870.0,3.0,138.0,3
6681,Whitefield,1320.0,2.0,99.26,2
6682,Whitefield,2901.0,4.0,190.0,3
6683,Whitefield,2403.0,4.0,270.0,4
6684,Whitefield,1485.0,2.0,96.51,2
6685,Whitefield,1755.0,3.0,101.0,3
6686,Whitefield,4800.0,5.0,550.0,4
6687,Whitefield,1608.0,2.0,63.0,3
6688,Whitefield,2225.0,3.0,149.0,3
6689,Whitefield,1250.0,2.0,82.0,2
6690,Whitefield,1495.0,1.0,61.28,3
6691,Whitefield,1800.0,4.0,178.0,4
6692,Whitefield,605.0,1.0,40.0,1
6693,Whitefield,1185.0,2.0,41.0,2
6694,Whitefield,1200.0,3.0,56.58,3
6695,Whitefield,2210.0,3.0,156.0,3
6696,Whitefield,1173.0,2.0,78.2,2
6697,Whitefield,1740.0,4.0,130.0,3
6698,Whitefield,5924.0,4.0,625.0,4
6699,Whitefield,1216.0,2.0,75.0,2
6700,Whitefield,1060.0,2.0,35.0,2
6701,Whitefield,1655.0,3.0,120.0,3
6702,Whitefield,4003.0,6.0,300.0,4
6703,Whitefield,1125.0,2.0,45.0,2
6704,Whitefield,4400.0,5.0,500.0,4
6705,Whitefield,1180.0,2.0,70.0,2
6706,Whitefield,1280.0,2.0,69.0,2
6707,Whitefield,2023.0,4.0,130.0,3
6708,Whitefield,3589.0,5.0,400.0,4
6709,Whitefield,2134.0,4.0,118.0,3
6710,Whitefield,1458.0,2.0,62.0,3
6711,Whitefield,1808.0,4.0,80.0,3
6712,Whitefield,905.0,1.0,60.0,1
6713,Whitefield,1537.0,2.0,70.0,3
6714,Whitefield,1186.0,2.0,55.0,2
6715,Whitefield,1806.0,3.0,85.0,3
6716,Whitefield,1109.0,2.0,35.22,2
6717,Whitefield,1216.0,2.0,67.0,2
6718,Whitefield,1452.0,3.0,90.0,3
6719,Whitefield,2850.0,5.0,240.0,4
6720,Whitefield,1150.0,2.0,55.0,2
6721,Whitefield,1600.0,3.0,69.0,3
6722,Whitefield,2830.0,5.0,190.0,4
6723,Whitefield,1295.0,2.0,78.5,2
6724,Whitefield,840.0,1.0,57.6,1
6725,Whitefield,640.0,1.0,19.83,1
6726,Whitefield,1991.0,3.0,104.0,3
6727,Whitefield,1190.0,2.0,41.0,2
6728,Whitefield,1109.0,2.0,35.47,2
6729,Whitefield,5200.0,5.0,242.0,4
6730,Whitefield,1655.0,3.0,97.0,3
6731,Whitefield,1850.0,3.0,150.0,3
6732,Whitefield,1200.0,3.0,67.77,3
6733,Whitefield,1290.0,2.0,90.0,2
6734,Whitefield,1200.0,2.0,45.0,2
6735,Whitefield,1140.0,2.0,40.0,2
6736,Whitefield,1216.0,2.0,75.0,2
6737,Whitefield,1356.0,2.0,94.84,2
6738,Whitefield,1338.0,2.0,103.0,2
6739,Whitefield,4097.0,3.0,400.0,3
6740,Whitefield,1115.0,2.0,55.0,2
6741,Whitefield,1870.0,3.0,90.0,3
6742,Whitefield,3450.0,4.0,208.0,3
6743,Whitefield,1105.0,2.0,35.36,2
6744,Whitefield,1074.0,2.0,42.79,2
6745,Whitefield,1100.0,2.0,52.0,2
6746,Whitefield,1267.0,2.0,90.33,2
6747,Whitefield,5000.0,5.0,550.0,4
6748,Whitefield,2400.0,4.0,143.0,4
6749,Whitefield,1836.0,3.0,125.0,3
6750,Whitefield,1197.0,2.0,50.0,2
6751,Whitefield,2297.0,5.0,269.0,5
6752,Whitefield,3596.0,3.0,200.0,3
6753,Whitefield,1275.0,2.0,65.0,3
6754,Whitefield,1155.0,2.0,39.0,2
6755,Whitefield,1141.0,2.0,62.0,2
6756,Whitefield,1216.0,2.0,82.0,2
6757,Whitefield,1495.0,3.0,88.0,2
6758,Whitefield,1564.0,3.0,103.0,3
6759,Whitefield,1585.0,3.0,84.0,3
6760,Whitefield,1200.0,3.0,56.0,3
6761,Whitefield,1140.0,2.0,50.0,2
6762,Whitefield,1558.0,3.0,90.0,3
6763,Whitefield,1216.0,2.0,75.0,2
6764,Whitefield,1227.0,2.0,70.0,2
6765,Whitefield,1704.0,3.0,120.0,3
6766,Whitefield,1495.0,1.0,60.55,3
6767,Whitefield,1256.0,2.0,73.0,2
6768,Whitefield,1195.0,2.0,62.38,2
6769,Whitefield,1770.0,4.0,68.0,3
6770,Whitefield,1300.0,2.0,78.0,2
6771,Whitefield,1570.0,3.0,88.0,3
6772,Whitefield,1216.0,2.0,84.03,2
6773,Whitefield,1240.0,2.0,70.0,2
6774,Whitefield,1216.0,2.0,72.5,2
6775,Whitefield,1215.0,2.0,40.0,2
6776,Whitefield,2025.0,4.0,115.0,3
6777,Whitefield,1346.0,2.0,100.0,3
6778,Whitefield,1020.0,2.0,45.0,2
6779,Whitefield,935.0,2.0,32.72,2
6780,Whitefield,1024.0,2.0,32.0,2
6781,Whitefield,2990.0,3.0,198.0,4
6782,Whitefield,1600.0,3.0,69.1,3
6783,Whitefield,1205.0,2.0,58.0,2
6784,Whitefield,1720.0,3.0,98.97,3
6785,Whitefield,1600.0,3.0,95.0,3
6786,Whitefield,1655.0,3.0,108.0,3
6787,Whitefield,1740.0,3.0,95.0,3
6788,Whitefield,1200.0,3.0,56.72,3
6789,Whitefield,1350.0,2.0,88.0,2
6790,Whitefield,1030.0,2.0,44.0,2
6791,Whitefield,1216.0,2.0,80.0,2
6792,Whitefield,2900.0,4.0,225.0,4
6793,Whitefield,1340.0,2.0,101.0,2
6794,Whitefield,1190.0,2.0,64.0,2
6795,Whitefield,1500.0,3.0,78.57,3
6796,Whitefield,1626.0,3.0,85.0,3
6797,Whitefield,1195.0,2.0,61.36,2
6798,Whitefield,1100.0,2.0,65.0,2
6799,Whitefield,1100.0,2.0,46.5,2
6800,Whitefield,1270.0,2.0,65.0,3
6801,Whitefield,3117.0,3.0,261.0,3
6802,Whitefield,1216.0,2.0,73.0,2
6803,Whitefield,1135.0,2.0,58.0,2
6804,Whitefield,3150.0,3.0,290.0,3
6805,Whitefield,1185.0,2.0,56.0,2
6806,Whitefield,2956.0,5.0,234.0,4
6807,Whitefield,1530.0,3.0,75.0,3
6808,Whitefield,1015.0,2.0,45.0,2
6809,Whitefield,1187.0,2.0,38.0,2
6810,Whitefield,2247.0,3.0,145.0,3
6811,Whitefield,3940.0,5.0,265.0,4
6812,Whitefield,1190.0,2.0,59.0,2
6813,Whitefield,1160.0,2.0,67.0,2
6814,Whitefield,1216.0,2.0,66.88,2
6815,Whitefield,1180.0,2.0,77.0,2
6816,Whitefield,2140.0,3.0,139.0,3
6817,Whitefield,1314.0,2.0,84.0,2
6818,Whitefield,1530.0,3.0,73.0,3
6819,Whitefield,1160.0,2.0,39.0,2
6820,Whitefield,1012.0,2.0,58.0,2
6821,Whitefield,1150.0,2.0,40.21,2
6822,Whitefield,1495.0,2.0,70.0,3
6823,Whitefield,1340.0,2.0,41.0,2
6824,Whitefield,1500.0,6.0,155.0,5
6825,Whitefield,1431.0,3.0,85.0,3
6826,Whitefield,524.0,1.0,29.0,1
6827,Whitefield,2830.0,4.0,161.0,4
6828,Whitefield,2135.0,3.0,149.0,4
6829,Whitefield,2500.0,4.0,100.0,4
6830,Whitefield,3075.0,2.0,188.0,4
6831,Whitefield,1760.0,3.0,160.0,3
6832,Whitefield,1655.0,3.0,110.0,3
6833,Whitefield,840.0,1.0,57.0,1
6834,Whitefield,1725.0,3.0,106.0,3
6835,Whitefield,1130.0,2.0,36.0,2
6836,Whitefield,2064.0,5.0,225.0,4
6837,Whitefield,1059.0,2.0,57.0,2
6838,Whitefield,516.0,1.0,39.0,1
6839,Whitefield,1116.0,2.0,51.91,2
6840,Whitefield,6000.0,4.0,410.0,4
6841,Whitefield,1639.0,3.0,107.0,3
6842,Whitefield,1820.0,3.0,113.0,3
6843,Whitefield,1990.0,3.0,98.0,3
6844,Whitefield,3565.0,4.0,218.0,4
6845,Whitefield,3410.0,5.0,253.0,4
6846,Whitefield,1345.0,3.0,58.0,3
6847,Whitefield,1205.0,2.0,41.0,2
6848,Whitefield,6000.0,6.0,700.0,4
6849,Whitefield,4500.0,4.0,330.0,4
6850,Whitefield,1250.0,2.0,85.0,2
6851,Whitefield,1115.0,2.0,51.91,2
6852,Whitefield,1277.0,2.0,77.0,2
6853,Whitefield,1820.0,3.0,140.0,3
6854,Whitefield,3453.0,4.0,247.0,4
6855,Whitefield,1245.0,2.0,59.76,2
6856,Whitefield,1322.0,3.0,40.985,3
6857,Whitefield,1074.0,2.0,42.8,2
6858,Whitefield,1200.0,2.0,46.13,2
6859,Whitefield,1200.0,2.0,45.84,2
6860,Whitefield,2280.0,4.0,125.0,3
6861,Whitefield,2882.0,5.0,200.0,4
6862,Whitefield,1170.0,2.0,56.0,2
6863,Whitefield,1639.0,3.0,92.63,3
6864,Whitefield,1390.0,2.0,72.0,2
6865,Whitefield,1634.0,3.0,68.0,3
6866,Whitefield,1190.0,2.0,70.0,2
6867,Whitefield,4800.0,4.0,550.0,4
6868,Whitefield,1105.0,2.0,35.4,2
6869,Whitefield,1270.0,2.0,94.0,2
6870,Whitefield,1220.0,2.0,89.0,2
6871,Whitefield,1116.0,2.0,51.91,2
6872,Whitefield,1436.0,2.0,62.15,3
6873,Whitefield,3758.0,3.0,300.0,3
6874,Whitefield,1452.0,2.0,46.29,3
6875,Whitefield,1370.0,2.0,56.0,2
6876,Whitefield,1050.0,2.0,43.0,2
6877,Whitefield,1496.0,2.0,71.81,3
6878,Whitefield,1216.0,2.0,72.0,2
6879,Whitefield,1158.0,2.0,55.0,2
6880,Whitefield,5400.0,5.0,475.0,4
6881,Whitefield,1396.0,3.0,74.0,3
6882,Whitefield,1175.0,2.0,41.0,2
6883,Whitefield,1315.0,2.0,55.0,2
6884,Whitefield,1451.0,2.0,46.4,3
6885,Whitefield,1063.0,2.0,42.52,2
6886,Whitefield,1346.0,2.0,76.01,2
6887,Whitefield,1276.0,2.0,69.5,2
6888,Whitefield,1317.0,2.0,52.0,2
6889,Whitefield,2858.0,4.0,137.0,4
6890,Whitefield,1615.0,3.0,96.9,3
6891,Whitefield,1220.0,2.0,55.0,2
6892,Whitefield,1116.0,2.0,48.76,2
6893,Whitefield,1400.0,2.0,56.0,3
6894,Whitefield,1140.0,2.0,55.0,2
6895,Whitefield,1295.0,2.0,64.5,2
6896,Whitefield,1200.0,2.0,70.0,2
6897,Whitefield,1015.0,2.0,56.0,2
6898,Whitefield,1430.0,3.0,52.0,3
6899,Whitefield,1216.0,2.0,75.0,2
6900,Whitefield,1010.0,2.0,45.0,3
6901,Whitefield,2321.0,4.0,157.0,3
6902,Whitefield,1224.0,2.0,75.0,2
6903,Whitefield,1655.0,3.0,113.0,3
6904,Whitefield,1740.0,3.0,85.0,3
6905,Whitefield,4144.0,5.0,331.0,5
6906,Whitefield,1650.0,3.0,48.0,3
6907,Whitefield,925.0,2.0,35.0,2
6908,Whitefield,1175.0,2.0,50.0,2
6909,Whitefield,1200.0,3.0,67.75,3
6910,Whitefield,2444.0,4.0,145.0,4
6911,Whitefield,1270.0,2.0,110.0,2
6912,Whitefield,1660.0,3.0,110.0,3
6913,Whitefield,1270.0,2.0,105.0,2
6914,Whitefield,1315.0,2.0,69.5,2
6915,Whitefield,1344.0,3.0,130.0,4
6916,Whitefield,1173.0,2.0,78.2,2
6917,Whitefield,1362.0,2.0,85.0,2
